Accession	Virus Pangolin Classification	Geographic Location	Isolate Collection date	Host Name	Length	Completeness	Release date
OP342374.1	BA.5.2.1	USA: California	2022-08-16	Homo sapiens	29718	COMPLETE	2022-08-31T00:00:00Z
OX300291.1	AY.6	Iceland	2021-10-14	Homo sapiens	29897	COMPLETE	2022-08-28T00:00:00Z
OX305048.1	AY.9.2	Iceland	2021-11-22	Homo sapiens	29897	COMPLETE	2022-08-29T00:00:00Z
OX308555.1	BA.1	Iceland	2021-12-28	Homo sapiens	29903	COMPLETE	2022-08-31T00:00:00Z
OR279291.1	BA.2.6	France	2022-04	Homo sapiens	29675	COMPLETE	2023-07-17T00:00:00Z
OR302461.1	B.1.2	USA	2020-07-30	Homo sapiens	29819	COMPLETE	2023-07-20T00:00:00Z
OR307559.1	B.1.243	USA	2020-08-13	Homo sapiens	29827	COMPLETE	2023-07-20T00:00:00Z
OR312291.1	B.1.2	USA	2020-11-17	Homo sapiens	29830	COMPLETE	2023-07-20T00:00:00Z
OR319449.1	AY.120.1	USA	2021-09-03	Homo sapiens	29788	COMPLETE	2023-07-20T00:00:00Z
OY284543.1	DV.6	United Kingdom:Northern_Ireland	2023-02-07	Homo sapiens	29850	COMPLETE	2023-07-14T00:00:00Z
OY289421.1	XBB.1.16.1	United Kingdom:England	2023-04-19	Homo sapiens	29846	COMPLETE	2023-07-15T00:00:00Z
OY294366.1	BA.2.9	United Kingdom:England	2022-03-13	Homo sapiens	29850	COMPLETE	2023-07-17T00:00:00Z
OY300117.1	FR.1	United Kingdom:England	2023-06-05	Homo sapiens	29877	COMPLETE	2023-07-17T00:00:00Z
OY304560.1	BA.2	United Kingdom:England	2022-05-03	Homo sapiens	29861	COMPLETE	2023-07-17T00:00:00Z
OY310656.1	unclassifiable	United Kingdom:England	2022-03-07	Homo sapiens	29850	COMPLETE	2023-07-17T00:00:00Z
OY315231.1	BA.2	United Kingdom:England	2022-03-11	Homo sapiens	29850	COMPLETE	2023-07-17T00:00:00Z
OY320504.1	AY.4	United Kingdom:England	2021-12-01	Homo sapiens	29890	COMPLETE	2023-07-18T00:00:00Z
OY325523.1	BA.2	United Kingdom:England	2022-04-01	Homo sapiens	29850	COMPLETE	2023-07-18T00:00:00Z
OY328375.1	unclassifiable	United Kingdom:England	2022-01-03	Homo sapiens	29894	COMPLETE	2023-07-18T00:00:00Z
OY332488.1	BA.1.16	United Kingdom:England	2020	Homo sapiens	29900	COMPLETE	2023-07-18T00:00:00Z
OY337055.1	XBB.1.5.52	United Kingdom:England	2023-04-03	Homo sapiens	29876	COMPLETE	2023-07-18T00:00:00Z
OY341214.1	AY.4.2	United Kingdom:England	2021-10-04	Homo sapiens	29890	COMPLETE	2023-07-19T00:00:00Z
OY347473.1	AY.4	United Kingdom:England	2021-09-21	Homo sapiens	29891	COMPLETE	2023-07-19T00:00:00Z
OY351484.1	AY.4	United Kingdom:England	2021-09-27	Homo sapiens	29890	COMPLETE	2023-07-19T00:00:00Z
OY355565.1	AY.4.2.1	United Kingdom:England	2021-10-02	Homo sapiens	29896	COMPLETE	2023-07-19T00:00:00Z
OY361057.1	B.1.1.7	United Kingdom:England	2021-01-19	Homo sapiens	29884	COMPLETE	2023-07-19T00:00:00Z
OY365088.1	B.1.617.2	United Kingdom:England	2021-06-25	Homo sapiens	29897	COMPLETE	2023-07-19T00:00:00Z
OY368923.1	AY.4	United Kingdom:Scotland	2021-10-06	Homo sapiens	29896	COMPLETE	2023-07-20T00:00:00Z
OY373471.1	B.1.177.8	United Kingdom:Scotland	2020-11-25	Homo sapiens	29903	COMPLETE	2023-07-20T00:00:00Z
OY377700.1	BA.2.23	United Kingdom:Scotland	2022-02-28	Homo sapiens	29753	COMPLETE	2023-07-20T00:00:00Z
OY381609.1	AY.4.2	United Kingdom:Scotland	2021-09-12	Homo sapiens	29890	COMPLETE	2023-07-20T00:00:00Z
OY386408.1	BA.2.8	United Kingdom:Scotland	2022-02-23	Homo sapiens	29850	COMPLETE	2023-07-20T00:00:00Z
OY389942.1	AY.4	United Kingdom:Scotland	2021-06-28	Homo sapiens	29896	COMPLETE	2023-07-20T00:00:00Z
OY394784.1	XE	United Kingdom:Scotland	2022-04-03	Homo sapiens	29847	COMPLETE	2023-07-22T00:00:00Z
OY399521.1	BA.4.1	United Kingdom:Scotland	2022-06-24	Homo sapiens	29835	COMPLETE	2023-07-22T00:00:00Z
OY403881.1	BE.1.1	United Kingdom:Wales	2022-07-05	Homo sapiens	29844	COMPLETE	2023-07-22T00:00:00Z
OY409140.1	BA.1	United Kingdom:Wales	2022-01-31	Homo sapiens	29873	COMPLETE	2023-07-22T00:00:00Z
OY412350.1	AY.43	United Kingdom:Wales	2021-11-30	Homo sapiens	29890	COMPLETE	2023-07-22T00:00:00Z
OY416695.1	BA.1.17.2	United Kingdom:Wales	2022-01-17	Homo sapiens	29873	COMPLETE	2023-07-23T00:00:00Z
OY420487.1	BA.2	United Kingdom:Wales	2022-03-12	Homo sapiens	29850	COMPLETE	2023-07-23T00:00:00Z
OY423687.1	AY.4	United Kingdom:Wales	2021-09-18	Homo sapiens	29890	COMPLETE	2023-07-23T00:00:00Z
OY428007.1	BA.1.17.2	United Kingdom:Wales	2022-01-26	Homo sapiens	29873	COMPLETE	2023-07-23T00:00:00Z
OY431804.1	BA.2	United Kingdom:Wales	2022-03-14	Homo sapiens	29850	COMPLETE	2023-07-25T00:00:00Z
OY436321.1	BA.1.17	United Kingdom:Wales	2022-01-20	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY439868.1	AY.4	United Kingdom:Wales	2021-09-25	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY445447.1	BA.1	United Kingdom:Wales	2021-12-22	Homo sapiens	29873	COMPLETE	2023-07-25T00:00:00Z
OY448933.1	AY.4	United Kingdom:Wales	2021-09-19	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY452684.1	AY.4	United Kingdom:Wales	2021-10-11	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY456870.1	BA.2	United Kingdom:Wales	2022-04-17	Homo sapiens	29850	COMPLETE	2023-07-25T00:00:00Z
OY461636.1	AY.6	United Kingdom:Wales	2021-09-05	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY465839.1	BA.1.16	United Kingdom:Wales	2022-01-28	Homo sapiens	29872	COMPLETE	2023-07-25T00:00:00Z
OY470690.1	AY.4	United Kingdom:Wales	2021-11-08	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY474479.1	BA.1.17.2	United Kingdom:Wales	2022-01-13	Homo sapiens	29874	COMPLETE	2023-07-25T00:00:00Z
OY480640.1	BA.2	United Kingdom:Wales	2022-03-09	Homo sapiens	29850	COMPLETE	2023-07-25T00:00:00Z
OY484818.1	BA.5.9	United Kingdom:Wales	2022-11-15	Homo sapiens	29835	COMPLETE	2023-07-25T00:00:00Z
OY489069.1	AY.98	United Kingdom:Wales	2021-09-23	Homo sapiens	29890	COMPLETE	2023-07-25T00:00:00Z
OY493797.1	BA.2	United Kingdom:Wales	2022-03-17	Homo sapiens	29850	COMPLETE	2023-07-26T00:00:00Z
OY498869.1	XBB.1	United Kingdom:Wales	2022-12-17	Homo sapiens	29847	COMPLETE	2023-07-26T00:00:00Z
OY502504.1	AY.6	United Kingdom:Wales	2021-11-21	Homo sapiens	29890	COMPLETE	2023-07-26T00:00:00Z
OY507535.1	BA.1.1	United Kingdom:Wales	2022-03-04	Homo sapiens	29864	COMPLETE	2023-07-26T00:00:00Z
OY511884.1	BA.1	United Kingdom:Wales	2022-01-04	Homo sapiens	29873	COMPLETE	2023-07-26T00:00:00Z
OY515829.1	AY.4	United Kingdom:Wales	2021-08-26	Homo sapiens	29890	COMPLETE	2023-07-26T00:00:00Z
OY521123.1	AY.111	United Kingdom:Wales	2021-11-27	Homo sapiens	29890	COMPLETE	2023-07-27T00:00:00Z
OY525951.1	BA.2.1	United Kingdom:Wales	2022-03-15	Homo sapiens	29850	COMPLETE	2023-07-27T00:00:00Z
OY530186.1	AY.4	United Kingdom:Wales	2021-11-07	Homo sapiens	29881	COMPLETE	2023-07-27T00:00:00Z
OY534855.1	BA.2	United Kingdom:Wales	2022-02-08	Homo sapiens	29891	COMPLETE	2023-07-27T00:00:00Z
OY539275.1	BA.5.2.1	United Kingdom:Wales	2022-10-19	Homo sapiens	29844	COMPLETE	2023-07-27T00:00:00Z
OY544020.1	BA.2	United Kingdom:Wales	2022-03-15	Homo sapiens	29836	COMPLETE	2023-07-28T00:00:00Z
OY549070.1	BA.1.16	United Kingdom:Wales	2022-02-08	Homo sapiens	29873	COMPLETE	2023-07-28T00:00:00Z
OY553055.1	AY.4	United Kingdom:Wales	2021-11-17	Homo sapiens	29890	COMPLETE	2023-07-28T00:00:00Z
OY556702.1	BA.5.1	United Kingdom:Wales	2022-06-20	Homo sapiens	29844	COMPLETE	2023-07-28T00:00:00Z
OY562045.1	AY.4	United Kingdom:Wales	2021-08-30	Homo sapiens	29890	COMPLETE	2023-07-28T00:00:00Z
OY567295.1	BA.5.1.23	United Kingdom:Wales	2022-10-15	Homo sapiens	29844	COMPLETE	2023-07-29T00:00:00Z
OY572470.1	AY.90	United Kingdom:Wales	2021-11-30	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY577050.1	AY.4	United Kingdom:Wales	2021-09-02	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY582571.1	BA.1	United Kingdom:Wales	2022-03-14	Homo sapiens	29873	COMPLETE	2023-07-30T00:00:00Z
OY588444.1	AY.4	United Kingdom:Wales	2021-10-15	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY592909.1	BA.1.1	United Kingdom:Wales	2022-02-05	Homo sapiens	29873	COMPLETE	2023-07-30T00:00:00Z
OY596952.1	AY.4	United Kingdom:England	2021-09-15	Homo sapiens	29890	COMPLETE	2023-07-30T00:00:00Z
OY601977.1	AY.5	United Kingdom:England	2021-06-09	Homo sapiens	29891	COMPLETE	2023-07-30T00:00:00Z
OY606931.1	B.1.1.7	United Kingdom:England	2021-01-11	Homo sapiens	29895	COMPLETE	2023-07-30T00:00:00Z
OY610779.1	B.1.1.7	United Kingdom:England	2021-01-16	Homo sapiens	29884	COMPLETE	2023-07-30T00:00:00Z
OY628631.1	BA.1.15	United Kingdom:England	2021-12-29	Homo sapiens	29769	COMPLETE	2023-07-31T00:00:00Z
OL710303.1	AY.25.1	USA: Florida	2021-11-15	Homo sapiens	29810	COMPLETE	2021-12-03T00:00:00Z
OL722773.1	AY.103	USA	2021-10-19	Homo sapiens	29769	COMPLETE	2021-12-06T00:00:00Z
OL728433.1	AY.25	USA: Michigan	2021-11-18	Homo sapiens	29889	COMPLETE	2021-12-06T00:00:00Z
OL735754.1	AY.100	USA: Iowa	2021-11-14	Homo sapiens	29761	COMPLETE	2021-12-06T00:00:00Z
OL748168.1	AY.118	USA: Massachusetts	2021-11-15	Homo sapiens	29800	COMPLETE	2021-12-07T00:00:00Z
OL758115.1	AY.103	USA: Massachusetts	2021-11-22	Homo sapiens	29883	COMPLETE	2021-12-08T00:00:00Z
OL770420.1	AY.117	USA: Texas	2021-08-09	Homo sapiens	29701	COMPLETE	2021-12-08T00:00:00Z
OL780898.1	AY.103	USA: Colorado	2021-11-06	Homo sapiens	29787	COMPLETE	2021-12-09T00:00:00Z
OL790174.1	B.1.1.322	Mexico	2020-12-08	Homo sapiens	29809	COMPLETE	2021-12-09T00:00:00Z
OL811153.1	AY.25	USA: Colorado	2021-11-10	Homo sapiens	29787	COMPLETE	2021-12-10T00:00:00Z
OL823660.1	AY.103	USA: Tennessee	2021-12-02	Homo sapiens	29835	COMPLETE	2021-12-12T00:00:00Z
OL833638.1	AY.113	USA: New Hampshire	2021-11-19	Homo sapiens	29767	COMPLETE	2021-12-14T00:00:00Z
OL845301.1	AY.39	USA	2021-11-25	Homo sapiens	29858	COMPLETE	2021-12-14T00:00:00Z
OL864802.1	AY.103	USA: Arizona	2021-12-02	Homo sapiens	29889	COMPLETE	2021-12-15T00:00:00Z
OL877532.1	AY.25	USA: New Mexico	2021-10-26	Homo sapiens	29702	COMPLETE	2021-12-16T00:00:00Z
OL887569.1	AY.3	USA: Pennsylvania	2021-11-18	Homo sapiens	29809	COMPLETE	2021-12-17T00:00:00Z
OL900924.1	AY.103	USA	2021-11-21	Homo sapiens	29807	COMPLETE	2021-12-17T00:00:00Z
OL913527.1	AY.44	USA: West Virginia	2021-11-30	Homo sapiens	29741	COMPLETE	2021-12-20T00:00:00Z
OL922284.1	AY.125	USA: Texas	2021-11-11	Homo sapiens	29810	COMPLETE	2021-12-20T00:00:00Z
OL927445.1	AY.100	USA: Oregon	2021-11-22	Homo sapiens	29810	COMPLETE	2021-12-20T00:00:00Z
OL932079.1	AY.26	USA: Florida	2021-11-19	Homo sapiens	29769	COMPLETE	2021-12-20T00:00:00Z
OL946877.1	AY.25	USA: Missouri	2021-11-04	Homo sapiens	29822	COMPLETE	2021-12-20T00:00:00Z
OL957989.1	AY.103	USA: Maryland	2021-12-03	Homo sapiens	29769	COMPLETE	2021-12-21T00:00:00Z
OL968379.1	AY.103	USA: North Carolina	2021-11-30	Homo sapiens	29810	COMPLETE	2021-12-23T00:00:00Z
OL984486.1	AY.103	USA: Massachusetts	2021-12-08	Homo sapiens	29844	COMPLETE	2021-12-22T00:00:00Z
OL994277.1	AY.25.1	USA: Virginia	2021-12-08	Homo sapiens	29767	COMPLETE	2021-12-23T00:00:00Z
OM006686.1	AY.75	USA: California	2021-12-15	Homo sapiens	29812	COMPLETE	2021-12-24T00:00:00Z
OM018142.1	BA.1	USA: California	2021-12-17	Homo sapiens	29786	COMPLETE	2021-12-26T00:00:00Z
OM032249.1	AY.103	USA: North Carolina	2021-11-24	Homo sapiens	29787	COMPLETE	2021-12-27T00:00:00Z
OM041356.1	AY.46.4	USA: Nebraska	2021-12-08	Homo sapiens	29735	COMPLETE	2021-12-28T00:00:00Z
OM051106.1	AY.103	USA: Tennessee	2021-12-15	Homo sapiens	29811	COMPLETE	2021-12-29T00:00:00Z
OM070008.1	AY.25.1	USA	2021-12-08	Homo sapiens	29758	COMPLETE	2021-12-30T00:00:00Z
OM077914.1	BA.1	USA: New Jersey	2021-12-17	Homo sapiens	29796	COMPLETE	2021-12-31T00:00:00Z
OM084537.1	BA.1.1	USA	2021-12-26	Homo sapiens	29784	COMPLETE	2021-12-31T00:00:00Z
OV196204.1	AY.4	United Kingdom:England	2020	Homo sapiens	29896	COMPLETE	2021-12-15T00:00:00Z
OP997221.1	BA.5.2.1	USA	2022-08-17	Homo sapiens	29587	COMPLETE	2023-05-07T00:00:00Z
OQ902429.1	AY.122	France	2021-11	Homo sapiens	29689	COMPLETE	2023-05-01T00:00:00Z
OR024774.1	BQ.1.2	USA	2022-12-13	Homo sapiens	29642	COMPLETE	2023-05-22T00:00:00Z
OX491585.1	BA.1.1.15	United Kingdom:Northern_Ireland	2022-01-09	Homo sapiens	29873	COMPLETE	2023-05-01T00:00:00Z
OX495390.1	BA.5.11	United Kingdom:Northern_Ireland	2022-12-14	Homo sapiens	29847	COMPLETE	2023-05-01T00:00:00Z
OX499245.1	AY.5	United Kingdom:Northern_Ireland	2021-09-02	Homo sapiens	29890	COMPLETE	2023-05-01T00:00:00Z
OX503312.1	AY.4	United Kingdom:Northern_Ireland	2021-08-14	Homo sapiens	29890	COMPLETE	2023-05-01T00:00:00Z
OX506768.1	AY.4	United Kingdom:Northern_Ireland	2021-07-09	Homo sapiens	29890	COMPLETE	2023-05-01T00:00:00Z
OX510690.1	AY.4.2.2	United Kingdom:Northern_Ireland	2021-11-14	Homo sapiens	29890	COMPLETE	2023-05-01T00:00:00Z
OX514226.1	B.1.1.7	United Kingdom:Northern_Ireland	2021-03-28	Homo sapiens	29887	COMPLETE	2023-05-02T00:00:00Z
OX519084.1	BA.1.16	United Kingdom:Northern_Ireland	2022-01-03	Homo sapiens	29873	COMPLETE	2023-05-02T00:00:00Z
OX524466.1	B.1.1.7	United Kingdom:Northern_Ireland	2021-03-11	Homo sapiens	29885	COMPLETE	2023-05-02T00:00:00Z
OX530069.1	BA.2	United Kingdom:Northern_Ireland	2022-02-01	Homo sapiens	29850	COMPLETE	2023-05-02T00:00:00Z
OX533606.1	AY.4	United Kingdom:Northern_Ireland	2021-09-21	Homo sapiens	29826	COMPLETE	2023-05-02T00:00:00Z
OX538188.1	AY.4	United Kingdom:Northern_Ireland	2021-07-05	Homo sapiens	29890	COMPLETE	2023-05-02T00:00:00Z
OX542516.1	AY.7	United Kingdom:Wales	2021-07-24	Homo sapiens	29878	COMPLETE	2023-05-02T00:00:00Z
OX546425.1	AY.6	United Kingdom:Wales	2021-07-06	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX550969.1	AY.4	United Kingdom:Wales	2021-06-27	Homo sapiens	29890	COMPLETE	2023-05-04T00:00:00Z
OX555033.1	AP.1	United Kingdom:Wales	2020-11-14	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX559637.1	AY.4	United Kingdom:Wales	2021-07-10	Homo sapiens	29863	COMPLETE	2023-05-04T00:00:00Z
OX563347.1	B.1.177	United Kingdom:Wales	2020-12-07	Homo sapiens	29900	COMPLETE	2023-05-04T00:00:00Z
OX567035.1	unclassifiable	United Kingdom:Wales	2020-11-25	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX571622.1	B.1.177.7	United Kingdom:Wales	2021-02-04	Homo sapiens	29903	COMPLETE	2023-05-04T00:00:00Z
OX575816.1	B.1.177.15	United Kingdom:Wales	2021-01-10	Homo sapiens	29903	COMPLETE	2023-05-05T00:00:00Z
OX582359.1	B.1.177.65	United Kingdom:Wales	2020-12-17	Homo sapiens	29903	COMPLETE	2023-05-08T00:00:00Z
OX585382.1	AY.4	United Kingdom:England	2021-06-09	Homo sapiens	29890	COMPLETE	2023-05-09T00:00:00Z
OX590325.1	B.1.1	United Kingdom:England	2020-04-23	Homo sapiens	29903	COMPLETE	2023-05-10T00:00:00Z
OX594832.1	B.1.1	United Kingdom:England	2020-04-08	Homo sapiens	29903	COMPLETE	2023-05-11T00:00:00Z
OX599945.1	B.1.1	United Kingdom:Northern_Ireland	2020-03-31	Homo sapiens	29903	COMPLETE	2023-05-13T00:00:00Z
OX602975.1	unclassifiable	United Kingdom:England	2021-06-09	Homo sapiens	29903	COMPLETE	2023-05-14T00:00:00Z
OX607798.1	B.1.177	United Kingdom:England	2020-11-21	Homo sapiens	29903	COMPLETE	2023-05-14T00:00:00Z
OX613709.1	XBB.1.5.20	United Kingdom:England	2023-03-10	Homo sapiens	29847	COMPLETE	2023-05-16T00:00:00Z
OX617823.1	BA.2	United Kingdom:England	2022-03-20	Homo sapiens	29850	COMPLETE	2023-05-16T00:00:00Z
OX622627.1	AY.4	United Kingdom:England	2021-07-27	Homo sapiens	29895	COMPLETE	2023-05-18T00:00:00Z
OX626554.1	unclassifiable	United Kingdom:England	2021-01-18	Homo sapiens	29883	COMPLETE	2023-05-19T00:00:00Z
OX630632.1	BA.5.2	United Kingdom:England	2022-10-04	Homo sapiens	29870	COMPLETE	2023-05-21T00:00:00Z
OX634121.1	BA.1.1	United Kingdom:England	2022-02-25	Homo sapiens	29879	COMPLETE	2023-05-22T00:00:00Z
ON646597.1	BA.1.1	USA: New Mexico	2022-03-10	Homo sapiens	29741	COMPLETE	2022-06-01T00:00:00Z
ON657507.1	BA.2.12.1	USA: Indiana	2022-05-18	Homo sapiens	29631	COMPLETE	2022-06-02T00:00:00Z
ON673497.1	BA.2.3	USA: FL	2022-04-26	Homo sapiens	29724	COMPLETE	2022-06-06T00:00:00Z
ON680149.1	BA.2.12.1	USA: Ohio	2022-05-16	Homo sapiens	29724	COMPLETE	2022-06-06T00:00:00Z
ON691423.1	BA.2.52	USA: Texas	2022-05-15	Homo sapiens	29733	COMPLETE	2022-06-06T00:00:00Z
ON708279.1	BA.2.12.1	USA: New York	2022-05-21	Homo sapiens	29693	COMPLETE	2022-06-08T00:00:00Z
ON719071.1	BA.2.12.1	USA: Florida	2022-05-29	Homo sapiens	29850	COMPLETE	2022-06-09T00:00:00Z
ON731456.1	BA.2.12.1	USA: New Jersey	2022-05-22	Homo sapiens	29724	COMPLETE	2022-06-10T00:00:00Z
ON743375.1	BA.2.12.1	USA: Florida	2022-05-28	Homo sapiens	29727	COMPLETE	2022-06-13T00:00:00Z
ON761395.1	BA.2	USA: New York	2022-05-30	Homo sapiens	29724	COMPLETE	2022-06-14T00:00:00Z
ON771372.1	BA.2.12.1	USA: New York	2022-05-31	Homo sapiens	29631	COMPLETE	2022-06-15T00:00:00Z
ON781771.1	BA.2.12.1	USA: Florida	2022-06-06	Homo sapiens	29850	COMPLETE	2022-06-16T00:00:00Z
ON801232.1	BA.2.12.1	USA: New Mexico	2022-05-31	Homo sapiens	29726	COMPLETE	2022-06-21T00:00:00Z
ON820960.2	BA.2.12.1	USA	2022-06-07	Homo sapiens	29749	COMPLETE	2022-06-23T00:00:00Z
ON829768.1	BA.2.3	USA: California	2022-06-04	Homo sapiens	29724	COMPLETE	2022-06-23T00:00:00Z
ON845103.1	BA.2.3	USA	2022-02-27	Homo sapiens	29663	COMPLETE	2022-06-25T00:00:00Z
ON861259.1	BA.2.12.1	USA: California	2022-06-14	Homo sapiens	29848	COMPLETE	2022-06-28T00:00:00Z
ON874188.1	BA.2.13	USA: Nevada	2022-06-08	Homo sapiens	29724	COMPLETE	2022-06-29T00:00:00Z
ON887847.1	BA.2.32	USA: Arizona, Pinal	2022-04-25	Homo sapiens	29763	COMPLETE	2022-06-30T00:00:00Z
OX071153.1	BA.2.12	United Kingdom:England	2022-04-06	Homo sapiens	29850	COMPLETE	2022-06-15T00:00:00Z
OX074914.1	BA.1	United Kingdom:England	2022-01-02	Homo sapiens	29873	COMPLETE	2022-06-15T00:00:00Z
OX079480.1	AY.4	United Kingdom:Scotland	2021-07-19	Homo sapiens	29652	COMPLETE	2022-06-15T00:00:00Z
OX083090.1	BA.2.9	United Kingdom:England	2022-04-07	Homo sapiens	29850	COMPLETE	2022-06-15T00:00:00Z
OX088457.1	BA.1.15.1	United Kingdom:England	2021-12-27	Homo sapiens	29873	COMPLETE	2022-06-15T00:00:00Z
BS004889.1	BA.5.6	Japan:Shizuoka, Hamamatsu	2022-07-16	Homo sapiens	29722	COMPLETE	2022-07-30T00:00:00Z
ON900850.1	BA.2.12.1	USA	2022-06-01	Homo sapiens	29724	COMPLETE	2022-07-01T00:00:00Z
ON914875.1	BA.2.12.1	USA: California	2022-06-14	Homo sapiens	29724	COMPLETE	2022-07-05T00:00:00Z
ON925482.1	BA.2	USA: Illinois	2022-05-13	Homo sapiens	29724	COMPLETE	2022-07-05T00:00:00Z
ON941587.1	BA.2.12.1	USA: California	2022-06-23	Homo sapiens	29663	COMPLETE	2022-07-07T00:00:00Z
ON954272.1	BA.2.12.1	USA	2022-05-19	Homo sapiens	29743	COMPLETE	2022-07-08T00:00:00Z
ON975617.1	BA.5.5	USA: New York	2022-06-26	Homo sapiens	29649	COMPLETE	2022-07-13T00:00:00Z
ON991486.1	BA.5.2.1	USA: Colorado	2022-07-05	Homo sapiens	29806	COMPLETE	2022-07-15T00:00:00Z
OP015777.1	BA.5.2.1	USA: California	2022-07-05	Homo sapiens	29657	COMPLETE	2022-07-19T00:00:00Z
OP027127.1	BA.5.1.1	USA: North Carolina	2022-07-08	Homo sapiens	29720	COMPLETE	2022-07-21T00:00:00Z
OP046497.1	BA.1.1	USA	2022-04-29	Homo sapiens	29773	COMPLETE	2022-07-22T00:00:00Z
OP059876.1	BA.2.12.1	USA	2022-06-06	Homo sapiens	29811	COMPLETE	2022-07-25T00:00:00Z
OP077769.1	BA.4	USA: New Jersey	2022-07-12	Homo sapiens	29835	COMPLETE	2022-07-27T00:00:00Z
OP091527.1	BA.5.2.9	USA: Pennsylvania	2022-07-12	Homo sapiens	29657	COMPLETE	2022-07-28T00:00:00Z
OX243666.1	BA.2.9	Slovakia	2022-06-05	Homo sapiens	29850	COMPLETE	2022-07-20T00:00:00Z
BS014360.1	BA.5.2.1	Japan	2022-08-03	Homo sapiens	29445	COMPLETE	2024-07-03T00:00:00Z
OZ082697.1	KS.1	United Kingdom:England	2024-05-02	Homo sapiens	29903	COMPLETE	2024-07-10T00:00:00Z
OZ086773.1	KP.2.8	United Kingdom:Scotland	2024-05-15	Homo sapiens	29835	COMPLETE	2024-07-10T00:00:00Z
OZ092036.1	XDK	United Kingdom:England	2024-03-17	Homo sapiens	29859	COMPLETE	2024-07-10T00:00:00Z
PP972859.1	XDK.4.1	USA: Pennsylvania	2024-06-12	Homo sapiens	29690	COMPLETE	2024-07-02T00:00:00Z
PQ084033.1	KP.4.1	USA: New Mexico	2024-05-03	Homo sapiens	29706	COMPLETE	2024-07-25T00:00:00Z
PX285056.1	XFG.3	USA: California	2025-08-06	Homo sapiens	29694	COMPLETE	2025-09-05T00:00:00Z
OL708374.1	AY.44	USA: Colorado	2021-11-04	Homo sapiens	29787	COMPLETE	2021-12-03T00:00:00Z
OL717885.1	AY.47	USA: Vermont	2021-11-21	Homo sapiens	29844	COMPLETE	2021-12-04T00:00:00Z
OL725169.1	AY.103	USA: Colorado	2021-11-02	Homo sapiens	29787	COMPLETE	2021-12-06T00:00:00Z
OL730625.1	AY.103	USA: California	2021-11-04	Homo sapiens	29817	COMPLETE	2021-12-06T00:00:00Z
OL738195.1	AY.44	USA: Washington	2021-11-17	Homo sapiens	29671	COMPLETE	2021-12-06T00:00:00Z
OL749070.1	AY.103	USA: Arizona	2021-11-16	Homo sapiens	29816	COMPLETE	2021-12-07T00:00:00Z
OL757003.1	B.1	USA: Michigan	2020-05-08	Homo sapiens	29817	COMPLETE	2021-12-07T00:00:00Z
OL765190.1	AY.25	USA: MP	2021-11-07	Homo sapiens	29806	COMPLETE	2021-12-08T00:00:00Z
OL782952.1	AY.39	USA: Virginia	2021-09-16	Homo sapiens	29764	COMPLETE	2021-12-09T00:00:00Z
OL798261.1	AY.44	USA: California	2021-12-01	Homo sapiens	29810	COMPLETE	2021-12-10T00:00:00Z
OL817226.1	B.1	USA: Michigan	2020-03-30	Homo sapiens	29798	COMPLETE	2021-12-11T00:00:00Z
OL833334.1	AY.25.1	USA: Pennsylvania	2021-11-18	Homo sapiens	29733	COMPLETE	2021-12-14T00:00:00Z
OL844329.1	B.1	USA	2020-12-15	Homo sapiens	29828	COMPLETE	2021-12-14T00:00:00Z
OL863655.1	AY.103	USA: Maryland	2021-11-30	Homo sapiens	29890	COMPLETE	2021-12-15T00:00:00Z
OL877691.1	AY.44	USA: Colorado	2021-11-01	Homo sapiens	29787	COMPLETE	2021-12-16T00:00:00Z
OL884823.1	AY.103	USA: Colorado	2021-11-16	Homo sapiens	29787	COMPLETE	2021-12-17T00:00:00Z
OL896029.1	AY.103	USA: Pennsylvania	2021-11-20	Homo sapiens	29858	COMPLETE	2021-12-17T00:00:00Z
OL909518.1	AY.103	USA: Vermont	2021-12-09	Homo sapiens	29844	COMPLETE	2021-12-18T00:00:00Z
OL916215.1	AY.3	USA: Wisconsin	2021-11-26	Homo sapiens	29724	COMPLETE	2021-12-20T00:00:00Z
OL922387.1	AY.103	USA: California	2021-11-12	Homo sapiens	29811	COMPLETE	2021-12-20T00:00:00Z
OL926898.1	AY.25	USA: Minnesota	2021-11-22	Homo sapiens	29810	COMPLETE	2021-12-20T00:00:00Z
OL931186.1	AY.100	USA	2021-11-22	Homo sapiens	29769	COMPLETE	2021-12-22T00:00:00Z
OL939491.1	AY.103	USA: Tennessee	2021-11-23	Homo sapiens	29807	COMPLETE	2021-12-20T00:00:00Z
